Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Providence,Weekly,"2021-05-09 00:00:00",Organic,2.144943163,4935.24,6.10,23.12,0.00,4903.45,4895.57,0.00,0.00,2.58
Raleigh/Greensboro,Weekly,"2021-05-09 00:00:00",Organic,1.614735612,26054.76,587.85,3088.45,30.28,21966.89,21644.87,0.00,0.00,381.29
Richmond/Norfolk,Weekly,"2021-05-09 00:00:00",Organic,1.121016852,35052.31,31.18,1525.20,0.00,31491.11,31023.20,0.00,0.00,2004.82
Roanoke,Weekly,"2021-05-09 00:00:00",Organic,1.363845427,14326.37,27.66,1083.14,0.00,10669.55,10669.55,0.00,0.00,2546.02
Sacramento,Weekly,"2021-05-09 00:00:00",Organic,1.914630396,24385.54,2666.26,4144.16,0.00,13482.09,12390.11,0.00,0.00,4093.03
"San Diego",Weekly,"2021-05-09 00:00:00",Organic,1.898576191,37266.41,674.74,1052.88,0.00,19283.23,18747.43,0.00,0.00,16255.57
"San Francisco",Weekly,"2021-05-09 00:00:00",Organic,1.959006393,79345.78,2822.03,6173.66,0.00,49517.78,47509.21,0.00,0.00,20832.31
Seattle,Weekly,"2021-05-09 00:00:00",Organic,1.965826657,78127.79,1327.35,11854.19,3.38,17850.19,12425.18,163.80,0.00,47092.67
"South Carolina",Weekly,"2021-05-09 00:00:00",Organic,1.686455978,27486.71,653.59,2712.40,26.77,20141.10,19186.34,0.00,0.00,3952.85
Spokane,Weekly,"2021-05-09 00:00:00",Organic,2.217491573,5092.81,146.79,910.44,0.00,1072.18,1072.18,0.00,0.00,2963.39
"St. Louis",Weekly,"2021-05-09 00:00:00",Organic,2.271601472,7168.47,1265.31,982.52,0.00,3408.83,3408.83,0.00,0.00,1511.81
Syracuse,Weekly,"2021-05-09 00:00:00",Organic,1.742366462,5720.39,311.19,172.50,0.00,5142.46,5117.49,0.00,0.00,94.24
Tampa,Weekly,"2021-05-09 00:00:00",Organic,1.106313397,30637.02,69.97,0.00,0.00,30480.95,30477.80,0.00,3.15,86.10
Toledo,Weekly,"2021-05-09 00:00:00",Organic,1.713492789,5166.36,46.85,553.34,0.00,2344.85,2300.51,44.34,0.00,2221.32
"West Tex/New Mexico",Weekly,"2021-05-09 00:00:00",Organic,1.300621659,27774.62,885.49,442.80,0.00,22350.96,22347.81,0.00,3.15,4095.37
Wichita,Weekly,"2021-05-09 00:00:00",Organic,1.602122343,3546.63,468.07,10.81,0.00,1100.53,1100.53,0.00,0.00,1967.22
California,Weekly,"2021-05-09 00:00:00",Organic,1.841056236,368474.94,14677.15,21379.57,8.87,189236.39,178017.99,1915.20,9.45,143172.96
"Great Lakes",Weekly,"2021-05-09 00:00:00",Organic,1.554986955,234420.57,5633.79,18839.11,0.00,107837.60,103956.08,3817.07,6.30,102110.07
Midsouth,Weekly,"2021-05-09 00:00:00",Organic,1.436676308,294220.06,1918.23,22451.38,72.43,237942.05,233076.96,221.60,18.90,31835.97
Northeast,Weekly,"2021-05-09 00:00:00",Organic,1.786850676,306461.24,14324.19,21395.87,228.78,254190.41,239857.24,0.00,9.45,16322.00
Plains,Weekly,"2021-05-09 00:00:00",Organic,1.698571009,47959.95,8032.68,2502.45,68.39,31072.20,30377.29,681.75,0.00,6284.23
"South Central",Weekly,"2021-05-09 00:00:00",Organic,1.515730447,160190.11,20182.84,2108.77,0.00,110255.52,107221.34,3031.03,3.15,27642.98
Southeast,Weekly,"2021-05-09 00:00:00",Organic,1.396800682,267489.26,1309.64,8250.40,28.68,225459.08,215989.80,3402.68,3.15,32441.45
West,Weekly,"2021-05-09 00:00:00",Organic,1.559112831,547564.74,41662.37,40124.10,5.52,117251.52,108621.41,163.80,3.15,348521.23
"Total U.S.",Weekly,"2021-05-09 00:00:00",Organic,1.600883287,2226780.87,107740.89,137051.64,412.67,1273244.78,1217118.12,13233.13,53.55,708330.89
Albany,Weekly,"2021-05-16 00:00:00",Conventional,1.012745456,139235.89,18445.67,89538.96,71.97,23937.93,21461.87,2236.50,0.00,7241.36
Atlanta,Weekly,"2021-05-16 00:00:00",Conventional,1.150834667,722092.17,270339.60,26248.90,36.14,180460.48,160386.41,13403.25,3961.80,245007.05
Baltimore/Washington,Weekly,"2021-05-16 00:00:00",Conventional,1.431524503,925387.99,205240.83,252937.76,2952.64,369388.72,328465.50,15.62,24273.90,94868.04
Birmingham/Montgomery,Weekly,"2021-05-16 00:00:00",Conventional,1.094961171,334909.88,150407.70,7925.11,13.35,105569.18,89596.34,13216.09,2061.78,70994.54
Boise,Weekly,"2021-05-16 00:00:00",Conventional,1.322328850,115172.82,27119.01,5446.00,1036.25,31187.77,27514.43,0.00,3488.39,50383.79
Boston,Weekly,"2021-05-16 00:00:00",Conventional,1.472672357,595653.02,29567.74,363421.42,251.34,122809.53,114552.79,6451.20,0.00,79602.99
Buffalo/Rochester,Weekly,"2021-05-16 00:00:00",Conventional,1.236242285,189375.95,17250.91,55663.90,3019.85,107601.18,102879.52,3726.45,916.65,5840.10
Charlotte,Weekly,"2021-05-16 00:00:00",Conventional,1.271355764,340621.86,141692.44,47901.94,3377.92,122035.01,90492.63,13423.20,0.00,25614.54
Chicago,Weekly,"2021-05-16 00:00:00",Conventional,1.345110135,778433.84,102310.71,94340.64,46564.85,206533.13,189734.51,1460.16,13274.15,328684.51
Cincinnati/Dayton,Weekly,"2021-05-16 00:00:00",Conventional,0.992071658,332488.47,81229.99,32422.76,171.08,38481.62,32183.00,191.10,4410.55,180183.02
Columbus,Weekly,"2021-05-16 00:00:00",Conventional,0.950553593,271181.70,65609.49,24267.69,108.42,45010.79,37726.53,0.00,6023.57,136185.31
"Dallas/Ft. Worth",Weekly,"2021-05-16 00:00:00",Conventional,0.899906756,1462707.28,521851.85,164419.64,16549.92,428772.11,377970.65,523.29,48327.94,331113.76
Denver,Weekly,"2021-05-16 00:00:00",Conventional,1.021583460,1077781.08,156203.02,100897.45,3128.82,235863.31,187430.82,16589.44,12812.03,581688.48
Detroit,Weekly,"2021-05-16 00:00:00",Conventional,0.990675709,505814.20,116180.64,39418.07,45166.28,97714.35,92070.79,3.15,4121.61,207334.86
"Grand Rapids",Weekly,"2021-05-16 00:00:00",Conventional,1.513463062,167469.85,11663.03,45041.68,54922.00,38219.87,34940.72,0.00,3279.15,17623.27
Harrisburg/Scranton,Weekly,"2021-05-16 00:00:00",Conventional,1.178486603,399519.36,137508.75,102295.55,266.25,143630.29,130390.03,9015.30,4054.05,15818.52
Hartford/Springfield,Weekly,"2021-05-16 00:00:00",Conventional,1.364724526,364281.97,10366.36,271860.20,353.88,74327.86,67042.05,6772.50,0.00,7373.67
Houston,Weekly,"2021-05-16 00:00:00",Conventional,0.868829344,1103223.77,524272.48,156090.71,3862.18,206899.96,183137.07,50.40,22302.27,212098.44
Indianapolis,Weekly,"2021-05-16 00:00:00",Conventional,0.982572375,274124.53,63711.50,46485.47,260.40,53482.36,46043.58,4894.84,1661.26,110184.81
Jacksonville,Weekly,"2021-05-16 00:00:00",Conventional,1.257106832,219635.03,88161.91,8006.27,67.82,72438.84,67921.50,4373.51,0.00,50960.19
"Las Vegas",Weekly,"2021-05-16 00:00:00",Conventional,1.085226466,384439.66,49393.59,34468.32,74.68,106781.67,97745.47,26.38,8002.26,193721.40
"Los Angeles",Weekly,"2021-05-16 00:00:00",Conventional,1.277506621,2827717.08,568208.01,58475.57,76153.94,630368.54,586365.86,15671.25,21978.42,1494511.01
Louisville,Weekly,"2021-05-16 00:00:00",Conventional,1.133989503,120122.43,25563.94,10466.85,50.05,38133.04,32999.99,3534.56,1051.74,45908.56
"Miami/Ft. Lauderdale",Weekly,"2021-05-16 00:00:00",Conventional,1.240115440,979490.46,459835.18,40141.45,120.03,280493.23,248583.06,7074.90,24450.30,198900.58
Nashville,Weekly,"2021-05-16 00:00:00",Conventional,1.199749296,283809.69,96243.01,9875.06,11.54,89375.41,76236.30,8476.39,2514.49,88304.66
"Northern New England",Weekly,"2021-05-16 00:00:00",Conventional,1.144433237,500900.27,95356.25,278584.41,123.65,83945.79,77456.84,6070.05,0.00,42890.17
"New Orleans/Mobile",Weekly,"2021-05-16 00:00:00",Conventional,0.997106318,326488.59,118931.50,20106.33,256.98,139592.62,122067.03,4703.87,11873.93,47601.17
"New York",Weekly,"2021-05-16 00:00:00",Conventional,1.247930506,1920917.19,61054.58,1150323.99,797.62,628129.37,611586.92,15494.85,32.21,80611.62
Orlando,Weekly,"2021-05-16 00:00:00",Conventional,1.175583606,553312.24,220152.96,13006.51,38.24,223737.73,199811.20,8375.46,15353.10,96376.80
Peoria/Springfield,Weekly,"2021-05-16 00:00:00",Conventional,0.988711510,137932.24,42355.68,18034.10,109.26,37757.17,31246.78,2957.85,3349.45,39676.04
Philadelphia,Weekly,"2021-05-16 00:00:00",Conventional,1.173069049,648253.43,118180.41,218515.54,277.92,252915.82,240563.97,8860.95,900.90,58363.74
Phoenix/Tucson,Weekly,"2021-05-16 00:00:00",Conventional,0.834126570,1438850.87,441447.08,222349.33,3106.28,155607.32,109172.88,12.60,33858.04,616340.86
Pittsburgh,Weekly,"2021-05-16 00:00:00",Conventional,1.262291001,116218.49,29687.77,12122.19,26.98,45635.55,40566.11,3.15,4432.05,28745.99
Portland,Weekly,"2021-05-16 00:00:00",Conventional,1.128161490,701843.49,134963.49,53071.97,4281.84,87244.50,73717.02,8293.95,3491.82,422281.69
Providence,Weekly,"2021-05-16 00:00:00",Conventional,1.558561976,90555.11,2679.81,60682.41,55.96,16262.52,15120.07,1071.00,0.00,10874.41
Raleigh/Greensboro,Weekly,"2021-05-16 00:00:00",Conventional,1.197428032,434895.74,180165.07,66157.35,2862.40,162936.70,116202.33,17421.08,0.00,22774.22
Richmond/Norfolk,Weekly,"2021-05-16 00:00:00",Conventional,1.213521679,313351.63,94947.76,60728.58,632.36,83652.25,52145.56,210.79,13082.10,73390.68
Roanoke,Weekly,"2021-05-16 00:00:00",Conventional,1.110712879,180314.67,57553.87,23593.48,139.84,47329.97,33527.85,2708.21,4903.82,51697.50
Sacramento,Weekly,"2021-05-16 00:00:00",Conventional,1.390796585,482271.50,121550.40,180487.47,617.08,92370.30,91774.98,298.20,0.00,87246.25
"San Diego",Weekly,"2021-05-16 00:00:00",Conventional,1.190434097,542903.28,83469.25,28029.52,9189.62,107731.10,101328.42,4432.05,1082.01,314483.79
"San Francisco",Weekly,"2021-05-16 00:00:00",Conventional,1.556558869,769983.78,155746.10,214409.00,1880.69,133011.93,132764.91,98.31,0.00,264936.05
Seattle,Weekly,"2021-05-16 00:00:00",Conventional,1.572668536,529418.45,84788.43,57349.27,410.24,109586.00,99980.20,5427.84,2756.99,277284.50
"South Carolina",Weekly,"2021-05-16 00:00:00",Conventional,1.234527983,522224.85,220641.13,44480.54,1251.06,165549.90,124624.34,19649.18,1218.86,90302.22
Spokane,Weekly,"2021-05-16 00:00:00",Conventional,1.322550692,84590.82,19530.66,7856.70,31.30,21078.73,18266.58,2574.34,91.81,36093.43
"St. Louis",Weekly,"2021-05-16 00:00:00",Conventional,1.031926314,211427.45,81330.49,9117.57,134.74,66825.91,59809.89,6772.50,0.00,54018.74
Syracuse,Weekly,"2021-05-16 00:00:00",Conventional,1.165024428,88123.79,10004.40,38402.58,621.52,34921.80,32083.22,2743.65,0.00,4173.49
Tampa,Weekly,"2021-05-16 00:00:00",Conventional,1.168263858,577925.40,228044.71,18054.75,15.76,194482.63,173099.43,6.30,21168.00,137327.55
Toledo,Weekly,"2021-05-16 00:00:00",Conventional,0.952553737,149516.98,33757.59,17734.54,7699.58,30044.25,25076.10,855.23,3488.37,60281.02
"West Tex/New Mexico",Weekly,"2021-05-16 00:00:00",Conventional,0.970330009,925845.58,287833.20,152642.32,9186.35,320502.57,269472.27,1418.77,48780.42,155681.15
Wichita,Weekly,"2021-05-16 00:00:00",Conventional,1.011543570,103652.91,26364.15,3355.44,19.45,32555.52,27728.51,3040.14,1109.39,41358.35
California,Weekly,"2021-05-16 00:00:00",Conventional,1.320280635,5917100.80,1259172.78,775879.96,97756.19,1190577.27,1133809.01,22888.16,24032.59,2593714.59
"Great Lakes",Weekly,"2021-05-16 00:00:00",Conventional,1.124557051,4032665.23,789957.25,617216.98,235243.95,895819.09,788412.65,23170.71,73652.05,1494427.96
Midsouth,Weekly,"2021-05-16 00:00:00",Conventional,1.231560504,3911698.09,1276620.60,640062.62,12112.38,1316732.72,1023561.20,83527.02,62442.68,666169.77
Northeast,Weekly,"2021-05-16 00:00:00",Conventional,1.251635470,5518699.95,573933.56,2901995.49,8179.48,1662056.66,1572446.71,70400.79,13649.66,372534.76
Plains,Weekly,"2021-05-16 00:00:00",Conventional,1.145254434,1929268.90,552290.01,426632.48,1615.56,621779.64,510872.37,40766.18,52253.38,326951.21
"South Central",Weekly,"2021-05-16 00:00:00",Conventional,0.899116839,5837563.98,2522040.81,659404.72,103345.96,1606635.75,1371458.47,47763.84,171571.70,946136.74
Southeast,Weekly,"2021-05-16 00:00:00",Conventional,1.178267564,5254603.28,2183423.68,206157.62,1984.88,1661560.56,1432874.03,99941.10,95765.39,1201476.53
West,Weekly,"2021-05-16 00:00:00",Conventional,1.063529220,7373873.82,1649154.32,836651.17,21547.20,1430333.29,1153700.25,66847.22,150865.29,3436187.85
"Total U.S.",Weekly,"2021-05-16 00:00:00",Conventional,1.145527615,39775474.05,10806593.01,7064001.04,481785.59,10385495.00,8987134.68,455305.02,644232.74,11037599.42
Albany,Weekly,"2021-05-16 00:00:00",Organic,1.712787824,3497.83,28.66,430.44,0.00,2829.11,2760.11,0.00,0.00,209.62
Atlanta,Weekly,"2021-05-16 00:00:00",Organic,1.750195877,29404.73,42.52,2795.99,0.00,11960.28,11528.49,0.00,0.00,14605.94
Baltimore/Washington,Weekly,"2021-05-16 00:00:00",Organic,1.258711497,89600.59,532.89,3856.58,5.76,83812.00,83808.85,0.00,3.15,1393.37
Birmingham/Montgomery,Weekly,"2021-05-16 00:00:00",Organic,1.563129820,9408.09,23.49,225.92,0.00,8526.89,7631.49,845.41,0.00,631.78
Boise,Weekly,"2021-05-16 00:00:00",Organic,2.302486702,5420.58,1.21,603.26,0.00,1442.70,1442.70,0.00,0.00,3373.41
Boston,Weekly,"2021-05-16 00:00:00",Organic,2.027243810,33948.66,41.90,1810.03,3.04,31366.10,31235.29,0.00,0.00,727.58
Buffalo/Rochester,Weekly,"2021-05-16 00:00:00",Organic,1.598052745,14734.73,970.08,106.71,2.22,13655.72,13655.72,0.00,0.00,0.00
Charlotte,Weekly,"2021-05-16 00:00:00",Organic,1.683230174,18524.38,45.00,3108.10,12.52,14692.32,14668.27,0.00,0.00,666.44
Chicago,Weekly,"2021-05-16 00:00:00",Organic,1.684936393,59311.12,545.35,5165.37,0.00,17946.86,17121.56,819.00,6.30,35653.53
Cincinnati/Dayton,Weekly,"2021-05-16 00:00:00",Organic,1.829916795,15118.06,614.62,2075.77,0.00,2401.05,1955.95,445.10,0.00,10026.62
Columbus,Weekly,"2021-05-16 00:00:00",Organic,1.618546852,12280.91,535.85,855.43,0.00,3346.88,3155.67,191.20,0.00,7542.76
"Dallas/Ft. Worth",Weekly,"2021-05-16 00:00:00",Organic,1.484764263,43651.47,5713.08,418.21,0.00,30901.51,30901.51,0.00,0.00,6618.67
Denver,Weekly,"2021-05-16 00:00:00",Organic,1.418978749,48815.74,4625.78,700.16,0.00,12029.85,12029.85,0.00,0.00,31459.94
Detroit,Weekly,"2021-05-16 00:00:00",Organic,1.339513181,18558.02,254.97,1477.04,0.00,11373.90,11373.90,0.00,0.00,5452.10
"Grand Rapids",Weekly,"2021-05-16 00:00:00",Organic,1.013374075,12013.35,46.60,1351.00,0.00,10615.74,10589.08,0.00,0.00,0.00
Harrisburg/Scranton,Weekly,"2021-05-16 00:00:00",Organic,1.298902058,22438.55,202.54,487.17,0.00,21723.62,21481.82,0.00,0.00,25.22
Hartford/Springfield,Weekly,"2021-05-16 00:00:00",Organic,2.178340008,16980.07,168.83,6302.12,3.34,10392.18,10139.39,0.00,0.00,113.61
Houston,Weekly,"2021-05-16 00:00:00",Organic,1.815854974,13245.36,3755.78,77.76,0.00,3255.92,3255.92,0.00,0.00,6155.91
Indianapolis,Weekly,"2021-05-16 00:00:00",Organic,1.613120449,7797.59,95.23,714.91,0.00,4049.16,3250.54,798.62,0.00,2938.29
Jacksonville,Weekly,"2021-05-16 00:00:00",Organic,1.432801735,12809.97,57.07,229.89,0.00,12469.78,12367.85,101.93,0.00,53.23
"Las Vegas",Weekly,"2021-05-16 00:00:00",Organic,1.590044565,16754.26,578.13,371.25,0.00,7815.15,7815.15,0.00,0.00,7989.73
"Los Angeles",Weekly,"2021-05-16 00:00:00",Organic,1.713375455,154367.67,3653.78,2583.69,1.40,76836.17,74967.17,1869.00,0.00,71292.63
Louisville,Weekly,"2021-05-16 00:00:00",Organic,2.233579971,5137.22,8.71,652.42,0.00,1265.48,1212.06,53.42,0.00,3210.60
"Miami/Ft. Lauderdale",Weekly,"2021-05-16 00:00:00",Organic,1.344619654,52225.27,162.20,10.21,0.00,51242.27,50799.43,442.83,0.00,810.60
Nashville,Weekly,"2021-05-16 00:00:00",Organic,2.000783989,13422.70,20.78,1139.87,0.00,6560.63,6538.22,0.00,0.00,5701.42
"Northern New England",Weekly,"2021-05-16 00:00:00",Organic,2.072917103,16681.48,74.22,449.33,0.00,14111.59,14091.97,0.00,0.00,2046.34
"New Orleans/Mobile",Weekly,"2021-05-16 00:00:00",Organic,1.168655873,15124.81,340.59,49.60,0.00,14682.40,11789.71,2892.69,0.00,52.21
"New York",Weekly,"2021-05-16 00:00:00",Organic,1.864939202,99160.23,8844.23,10997.48,222.87,74852.67,67100.27,0.00,0.00,4242.98
Orlando,Weekly,"2021-05-16 00:00:00",Organic,1.373774996,30035.96,65.03,0.00,0.00,29829.18,29782.10,47.08,0.00,141.75
Peoria/Springfield,Weekly,"2021-05-16 00:00:00",Organic,1.668761841,3443.04,10.62,404.26,0.00,2210.34,2210.34,0.00,0.00,817.83
Philadelphia,Weekly,"2021-05-16 00:00:00",Organic,1.718957996,25990.24,867.01,2797.87,0.00,20905.96,18769.05,0.00,0.00,1419.40
Phoenix/Tucson,Weekly,"2021-05-16 00:00:00",Organic,1.478862240,31349.66,2124.10,845.54,0.00,16610.52,16601.16,0.00,0.00,11769.50
Pittsburgh,Weekly,"2021-05-16 00:00:00",Organic,1.424702491,18623.86,1905.88,5.68,0.00,10484.21,10484.21,0.00,0.00,6228.08
Portland,Weekly,"2021-05-16 00:00:00",Organic,2.302181440,35645.36,77.23,7039.09,0.00,6071.25,5113.24,0.00,0.00,22457.79
Providence,Weekly,"2021-05-16 00:00:00",Organic,2.103088916,4417.91,4.59,10.32,0.00,4403.00,4388.82,0.00,0.00,0.00
Raleigh/Greensboro,Weekly,"2021-05-16 00:00:00",Organic,1.628777668,24537.75,450.17,3154.91,27.03,20525.33,20483.33,0.00,0.00,380.31
Richmond/Norfolk,Weekly,"2021-05-16 00:00:00",Organic,1.121648147,35477.11,7.44,1377.39,0.00,32062.61,32044.26,0.00,0.00,2029.67
Roanoke,Weekly,"2021-05-16 00:00:00",Organic,1.354068895,13603.95,27.91,926.49,0.00,10309.43,10309.43,0.00,0.00,2340.13
Sacramento,Weekly,"2021-05-16 00:00:00",Organic,1.872897716,22405.46,3424.52,3340.78,1.24,12756.76,12396.30,0.00,0.00,2882.17
"San Diego",Weekly,"2021-05-16 00:00:00",Organic,1.933261387,36820.82,581.20,1156.60,0.00,19078.81,18675.69,0.00,0.00,16004.20
"San Francisco",Weekly,"2021-05-16 00:00:00",Organic,1.928706454,73101.28,3028.84,5671.35,0.00,46860.97,44704.23,0.00,0.00,17540.12
Seattle,Weekly,"2021-05-16 00:00:00",Organic,1.860067180,90172.92,1364.32,8897.27,0.00,18314.09,12644.36,172.20,0.00,61597.24
"South Carolina",Weekly,"2021-05-16 00:00:00",Organic,1.739746613,24129.71,481.23,2368.44,19.67,17995.29,17909.91,0.00,0.00,3265.09
Spokane,Weekly,"2021-05-16 00:00:00",Organic,2.512495043,3511.91,154.86,490.51,0.00,788.29,788.29,0.00,0.00,2078.25
"St. Louis",Weekly,"2021-05-16 00:00:00",Organic,2.221892662,6534.66,1122.14,917.99,4.79,3250.67,3250.67,0.00,0.00,1239.08
Syracuse,Weekly,"2021-05-16 00:00:00",Organic,1.724559192,4826.03,309.53,93.22,0.00,4341.90,4321.65,0.00,0.00,81.38
Tampa,Weekly,"2021-05-16 00:00:00",Organic,1.138454809,30408.23,59.19,0.00,0.00,30256.64,30256.64,0.00,0.00,92.40
Toledo,Weekly,"2021-05-16 00:00:00",Organic,1.504175902,4624.88,57.06,440.29,0.00,2100.14,1950.11,150.03,0.00,2027.39
"West Tex/New Mexico",Weekly,"2021-05-16 00:00:00",Organic,1.267603606,27142.41,818.01,359.41,0.00,22299.11,22299.11,0.00,0.00,3665.88
Wichita,Weekly,"2021-05-16 00:00:00",Organic,1.812882704,2522.07,279.08,6.49,0.00,713.34,713.34,0.00,0.00,1523.15
California,Weekly,"2021-05-16 00:00:00",Organic,1.816060571,351133.39,15246.89,19849.09,2.90,191522.54,181891.25,1869.00,0.00,124511.98
"Great Lakes",Weekly,"2021-05-16 00:00:00",Organic,1.531200311,199345.96,4912.57,16097.78,4.66,86889.09,83835.28,3020.12,6.30,91441.86
Midsouth,Weekly,"2021-05-16 00:00:00",Organic,1.459464839,279607.97,1683.61,21990.22,58.97,227952.44,227310.68,109.55,3.15,27922.74
Northeast,Weekly,"2021-05-16 00:00:00",Organic,1.790780587,287308.28,14721.28,25956.71,234.63,229890.21,218570.81,0.00,0.00,16505.45
Plains,Weekly,"2021-05-16 00:00:00",Organic,1.830041801,47085.50,6906.93,13897.95,18.62,21140.57,20599.78,539.15,0.00,5121.41
"South Central",Weekly,"2021-05-16 00:00:00",Organic,1.591581002,156387.94,34009.54,2328.75,1.53,102329.07,99740.50,2588.57,0.00,17719.05
Southeast,Weekly,"2021-05-16 00:00:00",Organic,1.441279820,246894.43,1076.48,7413.39,21.13,213779.95,210193.41,2977.56,0.00,24603.48
West,Weekly,"2021-05-16 00:00:00",Organic,1.773028938,340893.19,15777.10,25348.19,2.60,109477.85,101255.38,172.20,0.00,190287.44
"Total U.S.",Weekly,"2021-05-16 00:00:00",Organic,1.656050674,1908656.65,94334.40,132882.08,345.04,1182981.73,1143397.09,11276.14,9.45,498113.41
Albany,Weekly,"2021-06-13 00:00:00",Conventional,1.108514760,145271.33,22819.11,86878.16,45.36,28009.76,25343.01,2453.85,0.00,7518.94
Albany,Weekly,"2021-06-06 00:00:00",Conventional,1.052161657,149855.29,24807.49,90457.67,39.55,26428.37,23761.11,2258.55,0.00,8122.20
Albany,Weekly,"2021-05-30 00:00:00",Conventional,1.112700038,149165.87,22373.03,92389.76,44.64,26466.96,22913.90,2743.65,0.00,7891.48
Albany,Weekly,"2021-05-23 00:00:00",Conventional,1.022951087,161292.91,20381.05,103409.98,33.08,28877.00,26606.92,2034.90,0.00,8591.81
Atlanta,Weekly,"2021-06-13 00:00:00",Conventional,1.046857816,747691.53,284796.52,24923.08,29.44,180668.33,159214.37,12880.35,4355.07,257274.16
Atlanta,Weekly,"2021-06-06 00:00:00",Conventional,1.047476754,754908.64,278673.94,25130.55,35.92,192885.17,169578.46,13821.81,4513.56,258183.05
Atlanta,Weekly,"2021-05-30 00:00:00",Conventional,1.020602284,784693.02,304679.72,20322.19,20.20,191934.59,169584.08,13313.87,4193.86,267736.33
Atlanta,Weekly,"2021-05-23 00:00:00",Conventional,1.028681097,788844.16,298868.94,22575.18,60.65,187939.13,165250.25,13652.10,4247.74,279400.26
Baltimore/Washington,Weekly,"2021-06-13 00:00:00",Conventional,1.285527135,959766.30,248514.11,273471.73,2859.29,342576.57,299228.47,53.55,24976.35,92344.61
Baltimore/Washington,Weekly,"2021-06-06 00:00:00",Conventional,1.413588371,942035.30,209074.09,264629.00,2528.37,359669.92,311171.39,22.05,27301.05,106133.91
Baltimore/Washington,Weekly,"2021-05-30 00:00:00",Conventional,1.418956237,962408.16,215798.12,269590.06,2262.67,386388.80,336525.98,6.30,25719.75,88368.52
Baltimore/Washington,Weekly,"2021-05-23 00:00:00",Conventional,1.431518634,955990.29,212383.49,263442.32,2734.54,386052.08,340747.46,15.75,27701.10,91377.86
